type,title,director,cast,country,date_added,release_year,description,duration_number,duration_unit,rating_category,genres_list
Movie,A Futile and Stupid Gesture,David Wain,"Will Forte, Domhnall Gleeson, Martin Mull, Joel McHale, Matt Lucas, Thomas Lennon, Seth Green, Jackie Tohn, Natasha Lyonne, Emmy Rossum, Elvy Yost, Matt Walsh, John Gemberling, Rick Glassman, Camille Guaty",United States,2018-01-26,2018,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s.",102.0,min,Mature - Suitable for adults only,['Comedies']
Movie,Step Sisters,Charles Stone III,"Megalyn Echikunwoke, Eden Sher, Lyndon Smith, Gage Golightly, Matt McGorry, Marque Richardson, Alessandra Torresani, Naturi Naughton, Nia Jervier, Robert Curtis Brown",United States,2018-01-19,2018,"With her Harvard Law dreams on the line, a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship.",108.0,min,Teens - Suitable for over 13 years,['Comedies']
Movie,Rip Tide,Rhiannon Bannenberg,"Debby Ryan, Genevieve Hegney, Andrew Creer, Naomi Sequeira, Aaron Jeffery, Valerie Bader, Jeremy Lindsay Taylor, Danielle Carter, Marcus Graham, Kimie Tsukakoshi","Australia, United Arab Emirates",2018-01-15,2017,"Following an embarrassing viral video, a New York model decides to escape from her suffocating existence by visiting her faraway aunt in Australia.",87.0,min,Parental Guidance - Parents urged to give parental guidance under 12 years,"['Children & Family Movies', 'Dramas', 'Sports Movies']"
Movie,The Polka King,Maya Forbes,"Jack Black, Jenny Slate, Jason Schwartzman, Jacki Weaver, J.B. Smoove, Vanessa Bayer, Robert Capron, Willie Garson, Lew Schneider",United States,2018-01-12,2018,"Determined to make it big in America, Polish-born bandleader Jan Lewan draws his fans into a Ponzi scheme in this comedy based on a true story.",94.0,min,Teens - Suitable for over 14 years,"['Comedies', 'Independent Movies']"
Movie,Mustang Island,Craig Elrod,"Macon Blair, Lee Eddy, John Merriman, Byron Brown, Jason Newman",United States,2018-01-02,2017,"After being dumped on New Year's Eve, Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town, but things get complicated along the way.",86.0,min,Teens - Suitable for over 14 years,"['Comedies', 'Dramas', 'Independent Movies']"
Movie,Fun Mom Dinner,Alethea Jones,"Katie Aselton, Toni Collette, Bridget Everett, Molly Shannon, Adam Scott, Rob Huebel, Adam Levine, Paul Rust",United States,2017-12-31,2017,"Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy.",82.0,min,Restricted - Suitable for adults (contains adult material),"['Comedies', 'International Movies']"
Movie,Goon: Last of the Enforcers,Jay Baruchel,"Seann William Scott, Alison Pill, Liev Schreiber, Marc-André Grondin, Wyatt Russell, Elisha Cuthbert, Callum Keith Rennie, Jason Jones, Kim Coates, T.J. Miller",Canada,2017-12-30,2016,"Injury and family push hockey player Doug Glatt into retirement, but his plans change when his beloved former team appoints his nemesis as captain.",102.0,min,Restricted - Suitable for adults (contains adult material),"['Comedies', 'International Movies', 'Sports Movies']"
Movie,The Climb,Ludovic Bernard,"Ahmed Sylla, Alice Belaïdi, Kevin Razy, Nicolas Wanczycki, Waly Dia, Umesh Tamang",France,2017-12-29,2017,A young Senegalese-French man from humble roots sets out to climb Mount Everest to impress the woman he loves – and slowly becomes a media sensation.,105.0,min,Teens - Suitable for over 14 years,"['Action & Adventure', 'Comedies', 'Dramas']"
Movie,Bibi & Tina: Tohuwabohu Total,Detlev Buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Lea van Acken, Emilio Sakraya, Michael Maertens, Martin Seifert",Germany,2017-12-27,2017,Teen witch Bibi and her pal Tina return to the screen to reconcile a runaway girl with her narrow-minded family and save Falkenstein Castle from chaos.,106.0,min,Teens - Suitable for over 14 years,"['Children & Family Movies', 'Music & Musicals']"
Movie,Mr. Roosevelt,Noël Wells,"Noël Wells, Nick Thune, Britt Lower, Daniella Pineda, Andre Hyland, Armen Weitzman, Sergio Cilli",United States,2017-12-26,2017,"A struggling comedian returns to Austin, Texas, to see her ailing cat and face her messy past – while staying with her ex and his new girlfriend.",91.0,min,Mature - Suitable for adults only,"['Comedies', 'Independent Movies']"
Movie,48 Christmas Wishes,"Marco Deufemia, Justin G. Dyck","Khiyla Aynne, Noah Dyer, Maya Franzoi, Clara Kushnir, Madeline Leon, Liam MacDonald, Matt Schichter, Ethan Yang, Adam Crew",Canada,2017-12-20,2017,"When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish.",84.0,min,General - Suitable for all audiences,"['Children & Family Movies', 'Comedies']"
Movie,Muramba,Varun Narvekar,"Mithila Palkar, Amey Wagh, Sachin Khedekar, Chinmayi Sumit",India,2017-12-15,2017,A young man and his parents ponder the reasons behind the recent breakdown of a relationship he was in – and the possibility of reconciliation.,128.0,min,Mature - Suitable for adults only,"['Comedies', 'Dramas', 'International Movies']"
Movie,Pottersville,Seth Henrikson,"Michael Shannon, Judy Greer, Thomas Lennon, Ron Perlman, Christina Hendricks, Ian McShane",United States,2017-12-15,2017,"A man's drunken romp in a gorilla suit gets him mistaken for Bigfoot, drawing media attention and tourist dollars to his struggling small town.",86.0,min,Teens - Suitable for over 13 years,"['Comedies', 'Independent Movies']"
Movie,Seoul Searching,Benson Lee,"In-pyo Cha, Justin Chon, Jessika Van, Esteban Ahn, Teo Yoo, Rosalina Leigh, Kang Byul, Crystal Kay, Dante Han, Sue Son, Albert Kong, Byeol Kang, David Lee McInnis, Seung-hyeon Han, Nathalia Ramos, Seong-guk Choi, Ji-a Park","South Korea, China, United States",2017-12-15,2015,Teens of Korean descent who were born and raised in other countries travel to Seoul to learn about their cultural heritage at a summer camp in 1986.,109.0,min,Mature - Suitable for adults only,"['Comedies', 'Dramas', 'International Movies']"
Movie,El Camino Christmas,David E. Talbert,"Jessica Alba, Tim Allen, Dax Shepard, Vincent D'Onofrio, Luke Grimes, Kurtwood Smith, Michelle Mylett",United States,2017-12-08,2017,"Stuck in a liquor store during an alleged robbery, a group of strangers shares hidden truths and forms an unexpected bond on Christmas Eve.",89.0,min,Mature - Suitable for adults only,"['Comedies', 'Dramas']"
Movie,Trolls Holiday Special,Joel Crawford,"Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse, James Corden, Ron Funches, Kunal Nayyar, Aino Jawo, Caroline Hjelt, Walt Dohrn",United States,2017-12-06,2017,"When Queen Poppy realizes that Bridget and the Bergens don't have any holidays, she hatches a plan for Branch and the Snack Pack to help create one.",27.0,min,Older Kids - Suitable for children over 7 years,"['Children & Family Movies', 'Comedies', 'Music & Musicals']"
Movie,Jab Harry Met Sejal,Imtiaz Ali,"Shah Rukh Khan, Anushka Sharma, Aru Krishansh Verma, Chandan Roy Sanyal, Evelyn Sharma, Kavi Shastri, Barbora Mudrochova, Paula Donner, Denis Dorokhov, Martavious Gayles",India,2017-12-02,2017,A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.,142.0,min,Mature - Suitable for adults only,"['Comedies', 'International Movies', 'Romantic Movies']"
Movie,A StoryBots Christmas,"Evan Spiridellis, Jeff Gill","Edward Asner, Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis, Jim Meskimen, Nate Theis",United States,2017-12-01,2017,"Bo thinks her holiday gift-giving isn't good enough, so she heads north to study under Santa Claus – only to find he's missing.",26.0,min,Kids - Suitable for all children,"['Children & Family Movies', 'Comedies']"
Movie,DreamWorks Home: For the Holidays,Non disponibile,"Rachel Crow, Mark Whitten, Kelly Clarkson, Ana Ortiz, Ben Schwartz, Ron Funches, Matt Jones",United States,2017-12-01,2017,"Oh takes it upon himself to introduce Christmas joy to his fellow Boovs. Unfortunately, his well-meaning mission nearly destroys the city.",46.0,min,Kids - Suitable for all children,"['Children & Family Movies', 'Comedies', 'Music & Musicals']"
Movie,Monster Island,Leopoldo Aguilar,"Joey Camen, Fiona Hardingham, Johnny Rose, Katie Leigh, Roger L. Jackson, Wally Wingert, Phillip Vasquez","India, Mexico",2017-12-01,2017,"When a teenager discovers he's not really human, he ventures out to a remote island to explore his roots and confronts a series of wild challenges.",81.0,min,Older Kids - Suitable for children over 7 years,['Children & Family Movies']
Movie,Poster Boys,Shreyas Talpade,"Sunny Deol, Bobby Deol, Shreyas Talpade, Sonali Kulkarni, Tripti Dimri, Samiksha Bhatnagar, Lovely Singh, Purnima Varma",India,2017-11-27,2017,"Three men are stunned to find their faces on a poster promoting vasectomies, and must prove to their upset loved ones that they're innocent victims.",128.0,min,Teens - Suitable for over 13 years,"['Comedies', 'International Movies']"
Movie,Beat Bugs: All Together Now,Josh Wakely,"Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",2017-11-21,2017,"After winning a local talent show, the Beat Bugs journey to compete on ""The Bug Factor,"" a televised singing contest held in faraway Rocket Ship Park.",51.0,min,Kids - Suitable for all children,"['Children & Family Movies', 'Music & Musicals']"
Movie,A Christmas Prince,Alex Zamm,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey",United States,2017-11-17,2017,Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.,92.0,min,Parental Guidance - Parents urged to give parental guidance under 12 years,"['Children & Family Movies', 'Dramas', 'Romantic Movies']"
Movie,Bon Cop Bad Cop 2,Alain Desrochers,"Patrick Huard, Colm Feore, Marc Beaupré, Noam Jenkins, Andreas Apergis, Mariana Mazza, Erik Knudsen, Sarah-Jeanne Labrosse, Lucie Laurier, Neil Crone, Catherine St-Laurent",Canada,2017-11-11,2017,"Two veteran buddy cops are back for a second chapter, this time to tackle a car theft ring that turns out to be much more than they bargained for.",126.0,min,Mature - Suitable for adults only,"['Action & Adventure', 'Comedies', 'International Movies']"
Movie,Mubarakan,Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty, Neha Sharma, Vineet Kumar Singh, Pavan Malhotra, Ratna Pathak Shah, Karan Kundra, Anil Mange, Rahul Dev, Sanjay Kapoor",India,2017-11-05,2017,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes.",153.0,min,Teens - Suitable for over 13 years,"['Comedies', 'Dramas', 'International Movies']"
Movie,Pettersson and Findus 2,Ali Samadi Ahadi,"Stefan Kurt, Marianne Sägebrecht, Max Herbrechter",Germany,2017-11-01,2016,"Christmas is just around the corner, but Pettersson and Findus are worried the snowy weather (and lack of a tree) may keep them from celebrating.",82.0,min,General - Suitable for all audiences,"['Children & Family Movies', 'Comedies']"
Movie,Pup Star: Better 2Gether,Robert Vince,"Kaitlyn Maher, Obba Babatundé, Lombardo Boyar, Molly Burnett, Chris Coppola, Reggie De Leon, David DeLuise, Matty Finochio, Josh Flitter, Benjamin Flores Jr.",Canada,2017-10-28,2017,Returning Pup Star champ Tiny has her Yorkie paws full after an evil rival replaces her with street dog Scrappy during the national competition.,93.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,"['Children & Family Movies', 'Comedies']"
Movie,Wedding Unplanned,Reem Kherici,"Reem Kherici, Nicolas Duvauchelle, Julia Piaton, Sylvie Testud, François-Xavier Demaison, Chantal Lauby, Lionnel Astier, Ève Saint-Louis, Victoria Monfort, Amelie Fonlupt",France,2017-10-19,2017,"Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!",94.0,min,Mature - Suitable for adults only,"['Comedies', 'International Movies', 'Romantic Movies']"
Movie,Singapore,Shakti Samanta,"Shammi Kapoor, Padmini, Maria Menado, Shashikala, Agha, K.N. Singh, Madan Puri, Helen","India, Malaysia",2017-10-15,1960,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",158.0,min,Parental Guidance - Parents urged to give parental guidance under 12 years,"['Comedies', 'Dramas', 'International Movies']"
Movie,Blessed Benefit,Mahmoud al Massad,"Ahmad Thaher, Maher Khammash, Odai Hijazi, Nadeem Rimawi, Mahmoud al Massad, Nadim Mushahwar","Germany, Jordan, Netherlands",2017-10-13,2016,"After being wrongfully convicted of fraud, an honest man finds that life in prison comes with a measure of freedom that is unavailable outside.",83.0,min,Teens - Suitable for over 14 years,"['Comedies', 'Dramas', 'International Movies']"
Movie,The Babysitter,McG,"Samara Weaving, Hana Mae Lee, Judah Lewis, Robbie Amell, Bella Thorne, Andrew Bachelor, Emily Alyn Lind, Leslie Bibb, Ken Marino",United States,2017-10-13,2017,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.",85.0,min,Mature - Suitable for adults only,"['Comedies', 'Horror Movies']"
Movie,The Meyerowitz Stories (New and Selected),Noah Baumbach,"Adam Sandler, Ben Stiller, Dustin Hoffman, Elizabeth Marvel, Grace Van Patten, Emma Thompson, Candice Bergen, Rebecca Miller, Danny Flaherty, Sakina Jaffrey, Adam David Thompson",United States,2017-10-13,2017,Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father – and his fading legacy.,113.0,min,Mature - Suitable for adults only,"['Comedies', 'Dramas', 'Independent Movies']"
Movie,Barakah Meets Barakah,Mahmoud Sabbagh,"Hisham Fageeh, Fatima Al-Banawi, Sami Hifny, Khairia Nazmi, Abdulmajeed Al-Ruhaidi",Saudi Arabia,2017-10-12,2016,A laid-back civil servant and wealthy video blogger struggle to make it as a modern couple amid strict Saudi social conventions.,88.0,min,Mature - Suitable for adults only,"['Comedies', 'International Movies', 'Romantic Movies']"
Movie,Bomb Scared,Borja Cobeaga,"Javier Cámara, Julián López, Miren Ibarguren, Gorka Otxoa, Tina Sáinz, Ramón Barea",Spain,2017-10-12,2017,"In this dark comedy, a dysfunctional group of wannabe Basque terrorists awaits word about a new mission while Spain makes a run at the World Cup title.",89.0,min,Mature - Suitable for adults only,"['Comedies', 'Independent Movies', 'International Movies']"
Movie,For Your Own Good,Carlos Therón,"Jose Coronado, Javier Cámara, Roberto Álamo, Pilar Castro, María Pujalte, Carmen Ruiz, Silvia Alonso, Georgina Amorós, Andrea Ros, Miki Esparbé",Spain,2017-10-01,2017,"Three brothers-in-law join forces to secretly drive away their daughters' undesirable boyfriends: anarchist Álex, bad-boy Dani and playboy Ernesto.",93.0,min,Mature - Suitable for adults only,"['Comedies', 'International Movies']"
Movie,Ghost Patrol,Karen J. Lloyd,"Scott McNeil, Vincent Tong, Travis Turner, Shannon Chan-Kent, Lili Beaudoin",Canada,2017-10-01,2016,Two kids and their pet dog (aka the Ghost Patrol) get a call about an old manor and soon find they are investigating their first real haunted house.,47.0,min,Older Kids - Suitable for children over 7 years,"['Children & Family Movies', 'Comedies']"
Movie,Swearnet: The Movie,Warren P. Sonoda,"Mike Smith, John Paul Tremblay, Robb Wells, Patrick Roach, Mishael Morgan, Sarah Jurgens, Shannon Leroux, Dana Woods, Howard Jerome, Tom Green",Canada,2017-09-24,2014,"After losing a TV network deal, the Trailer Park Boys launch their own Internet series, but they soon confront personal and creative differences.",112.0,min,Adults Only - Not suitable for children under 17 years,"['Comedies', 'International Movies']"
